Customer_ID,Signup_Date,Plan,Contract_Type,Industry,Acquisition_Channel,Monthly_Spend_USD,Tenure_Months,Num_Users,Logins_Per_Month,Features_Used,API_Calls_Monthly,Support_Tier,Support_Tickets_6M,Days_Since_Last_Login,Payment_Failures,NPS_Score,Churned
CUST-00886,2022-07-25,Starter,Monthly,Marketing,Partner,27.15,8,2,18,15,770,Standard,4,0,1,1,1
CUST-00887,2023-06-26,Business,Monthly,Technology,Paid Search,233.61,1,20,9,19,36920,Basic,3,17,2,2,1
CUST-00888,2023-12-01,Starter,Monthly,Marketing,Social Media,28.63,2,8,12,17,1219,Standard,0,22,0,8,1
CUST-00889,2022-11-16,Enterprise,Annual,Healthcare,Paid Search,764.49,10,12,21,4,32614,Basic,2,5,3,3,0
CUST-00890,2023-02-03,Enterprise,Annual,Healthcare,Referral,761.59,15,5,28,8,23966,Basic,3,4,0,8,0
CUST-00891,2023-11-07,Professional,Two-Year,Healthcare,Direct,125.4,6,2,26,17,4612,Standard,2,0,0,9,0
CUST-00892,2024-02-21,Professional,Monthly,Education,Partner,100.29,2,7,20,14,3088,Basic,1,4,0,1,1
CUST-00893,2022-10-22,Professional,Annual,Technology,Organic Search,108.81,2,2,21,19,4679,Standard,1,0,0,6,0
CUST-00894,2023-07-05,Starter,Monthly,Legal,Referral,29.61,1,9,21,17,3037,Standard,3,16,2,1,1
CUST-00895,2022-07-28,Business,Monthly,Retail,Social Media,295.06,16,40,10,2,25001,Basic,1,50,2,2,1
CUST-00896,2023-02-04,Business,Two-Year,Marketing,Direct,306.9,8,26,6,5,9284,Standard,0,4,0,10,0
CUST-00897,2023-10-04,Professional,Two-Year,Retail,Partner,111.69,5,5,27,1,3406,Standard,0,6,0,7,0
CUST-00898,2023-10-04,Business,Annual,Technology,Referral,272.73,7,29,13,8,4621,Standard,3,0,0,2,0
CUST-00899,2024-01-28,Starter,Monthly,Legal,Paid Search,32.33,3,5,14,19,2142,Basic,4,19,0,2,1
CUST-00900,2023-06-15,Starter,Monthly,Manufacturing,Social Media,35.92,1,2,13,2,3179,Basic,1,6,0,2,1
CUST-00901,2023-05-31,Starter,Monthly,Retail,Referral,33.03,13,6,11,19,116,Premium,4,13,1,6,1
CUST-00902,2023-01-25,Professional,Monthly,Education,Social Media,124.8,5,4,16,7,2751,Standard,1,0,0,8,0
CUST-00903,2022-06-14,Business,Monthly,Marketing,Organic Search,284.03,5,44,17,14,33950,Standard,2,10,0,10,0
CUST-00904,2023-12-02,Starter,Two-Year,Technology,Paid Search,26.55,2,10,10,13,4644,Basic,1,0,1,4,1
CUST-00905,2023-08-09,Starter,Annual,Education,Referral,35.66,7,7,25,8,4018,Standard,1,8,3,6,0
CUST-00906,2023-01-04,Professional,Annual,Finance,Paid Search,124.68,8,3,25,9,1313,Basic,3,3,0,1,0
CUST-00907,2022-08-21,Starter,Two-Year,Finance,Direct,30.86,13,6,13,13,3449,Premium,2,30,0,8,0
CUST-00908,2023-02-13,Professional,Monthly,Retail,Organic Search,103.5,5,4,18,20,2977,Premium,1,14,1,9,0
CUST-00909,2023-04-27,Professional,Monthly,Manufacturing,Paid Search,101.25,2,10,23,2,1633,Basic,4,13,1,9,0
CUST-00910,2022-01-25,Enterprise,Two-Year,Retail,Paid Search,642.56,23,43,15,9,48888,Standard,1,36,0,3,0
CUST-00911,2022-09-09,Business,Monthly,Manufacturing,Paid Search,239.11,5,49,11,4,4283,Basic,1,7,2,1,1
CUST-00912,2024-02-01,Starter,Monthly,Retail,Paid Search,36.91,2,2,15,20,2584,Standard,2,2,0,8,0
CUST-00913,2022-06-05,Starter,Annual,Legal,Organic Search,27.28,6,10,22,6,4601,Standard,3,62,0,8,1
CUST-00914,2023-04-01,Starter,Two-Year,Technology,Organic Search,27.41,2,7,27,13,3906,Basic,1,50,0,1,0
CUST-00915,2023-04-04,Professional,Annual,Technology,Partner,106.56,15,10,17,11,696,Premium,3,14,0,2,0
CUST-00916,2024-03-20,Business,Monthly,Retail,Partner,315.41,3,21,25,3,23246,Standard,1,66,0,8,0
CUST-00917,2022-07-16,Professional,Two-Year,Education,Partner,95.79,17,1,24,11,1367,Basic,2,4,0,4,0
CUST-00918,2024-02-17,Enterprise,Monthly,Healthcare,Paid Search,619.97,4,3,13,20,699,Standard,0,31,0,1,1
CUST-00919,2023-01-20,Professional,Monthly,Marketing,Direct,116.63,11,7,34,11,1084,Premium,1,17,0,5,0
CUST-00920,2022-03-28,Starter,Two-Year,Marketing,Direct,36.69,26,2,14,5,876,Basic,1,14,0,3,0
CUST-00921,2022-01-10,Business,Two-Year,Technology,Referral,301.68,24,22,10,5,38191,Standard,4,22,0,8,0
CUST-00922,2022-05-23,Business,Monthly,Healthcare,Organic Search,285.11,7,46,12,1,28375,Standard,1,41,0,4,0
CUST-00923,2022-07-22,Professional,Monthly,Manufacturing,Referral,113.87,23,3,21,10,4848,Premium,3,2,0,1,0
CUST-00924,2023-07-10,Starter,Monthly,Retail,Referral,37.4,10,2,16,6,2632,Standard,1,48,0,4,1
CUST-00925,2023-03-13,Professional,Monthly,Marketing,Referral,109.16,5,9,1,9,2305,Standard,0,12,0,2,1
CUST-00926,2023-11-22,Starter,Monthly,Manufacturing,Organic Search,34.87,7,2,27,19,2961,Standard,1,11,0,10,1
CUST-00927,2023-05-07,Business,Annual,Manufacturing,Paid Search,269.0,6,32,19,18,48822,Basic,0,17,0,10,0
CUST-00928,2024-03-26,Professional,Monthly,Manufacturing,Direct,123.95,2,8,24,5,1163,Standard,1,15,0,7,1
CUST-00929,2023-02-14,Starter,Annual,Technology,Paid Search,37.58,12,3,10,19,1506,Basic,1,49,0,1,1
CUST-00930,2023-07-17,Starter,Monthly,Retail,Organic Search,30.65,5,10,25,14,3564,Premium,2,25,0,3,0
CUST-00931,2023-12-24,Professional,Two-Year,Education,Organic Search,93.3,4,9,24,7,3410,Basic,0,11,0,5,0
CUST-00932,2023-09-06,Starter,Annual,Education,Paid Search,33.27,3,6,14,12,4631,Premium,3,1,0,2,1
CUST-00933,2022-11-17,Enterprise,Two-Year,Education,Social Media,704.01,16,37,17,7,8331,Premium,0,19,3,10,0
CUST-00934,2023-05-16,Professional,Annual,Manufacturing,Direct,98.49,10,6,7,13,1215,Standard,2,15,0,2,0
CUST-00935,2022-03-10,Enterprise,Annual,Legal,Referral,766.04,15,50,15,5,23840,Standard,1,30,0,1,0
CUST-00936,2023-07-30,Starter,Annual,Education,Partner,30.23,3,8,21,20,4393,Basic,1,18,2,4,0
CUST-00937,2022-07-19,Starter,Annual,Education,Organic Search,34.61,17,7,26,1,2442,Basic,5,7,0,3,1
CUST-00938,2022-06-01,Professional,Annual,Legal,Social Media,103.7,15,10,29,11,882,Premium,4,6,0,8,0
CUST-00939,2022-01-18,Professional,Monthly,Technology,Direct,95.55,4,9,25,12,1161,Basic,2,6,0,7,0
CUST-00940,2024-02-18,Professional,Monthly,Education,Paid Search,104.76,1,10,5,17,457,Standard,2,9,0,3,0
CUST-00941,2024-01-01,Starter,Monthly,Healthcare,Referral,27.29,2,6,18,3,3380,Basic,2,6,0,2,1
CUST-00942,2022-04-02,Professional,Monthly,Retail,Paid Search,104.78,27,2,16,8,1960,Basic,1,21,0,9,0
CUST-00943,2024-02-16,Business,Monthly,Finance,Partner,271.78,2,9,16,11,25396,Standard,0,8,0,7,0
CUST-00944,2023-07-18,Professional,Annual,Technology,Organic Search,115.62,2,1,19,8,4773,Basic,1,20,0,6,0
CUST-00945,2022-08-06,Professional,Monthly,Technology,Direct,124.68,5,10,17,9,4556,Basic,2,2,0,7,1
CUST-00946,2022-05-03,Starter,Monthly,Education,Social Media,29.89,21,8,22,7,1514,Basic,3,38,1,7,1
CUST-00947,2023-12-08,Starter,Annual,Retail,Direct,32.71,6,5,21,15,445,Standard,3,16,0,4,0
CUST-00948,2022-08-10,Starter,Monthly,Marketing,Organic Search,32.03,6,7,12,15,3201,Standard,0,112,2,3,1
CUST-00949,2022-03-21,Business,Two-Year,Healthcare,Direct,290.54,20,2,11,1,17972,Premium,1,7,0,5,0
CUST-00950,2023-10-24,Enterprise,Monthly,Legal,Referral,562.4,4,24,15,9,27360,Standard,0,0,1,5,0
CUST-00951,2024-03-30,Starter,Two-Year,Healthcare,Direct,29.15,1,1,19,6,117,Basic,4,1,0,4,0
CUST-00952,2023-07-31,Business,Monthly,Healthcare,Referral,251.3,8,10,21,3,26053,Standard,1,10,0,1,0
CUST-00953,2022-02-15,Professional,Monthly,Healthcare,Partner,96.03,22,5,20,16,1660,Standard,0,0,0,1,0
CUST-00954,2023-10-28,Starter,Annual,Legal,Social Media,34.1,1,8,13,2,2347,Basic,2,27,0,10,0
CUST-00955,2024-01-14,Professional,Two-Year,Finance,Paid Search,103.88,5,6,18,6,4753,Basic,1,4,3,8,0
CUST-00956,2023-11-23,Starter,Two-Year,Legal,Paid Search,33.9,5,7,12,20,2074,Premium,1,2,2,6,0
CUST-00957,2022-02-13,Professional,Annual,Finance,Social Media,110.45,11,9,7,19,1142,Premium,0,27,1,4,0
CUST-00958,2023-07-12,Business,Two-Year,Healthcare,Social Media,311.82,1,17,15,8,44827,Standard,1,3,0,6,0
CUST-00959,2023-06-20,Business,Two-Year,Legal,Organic Search,261.28,11,23,21,4,14798,Standard,1,52,0,8,0
CUST-00960,2023-06-01,Business,Two-Year,Healthcare,Social Media,295.43,13,5,23,8,49532,Basic,1,17,0,4,0
CUST-00961,2022-05-04,Business,Monthly,Finance,Direct,226.44,7,44,14,3,16609,Basic,2,4,0,2,1
CUST-00962,2022-08-02,Business,Monthly,Legal,Referral,254.0,10,31,16,16,2065,Basic,0,18,0,6,0
CUST-00963,2022-04-11,Business,Annual,Marketing,Partner,262.32,14,44,24,1,24901,Basic,1,44,1,8,1
CUST-00964,2023-10-09,Starter,Annual,Manufacturing,Paid Search,28.95,2,6,14,20,3844,Basic,1,10,0,5,0
CUST-00965,2023-12-02,Professional,Monthly,Technology,Partner,113.4,2,8,7,17,1484,Basic,3,6,0,10,0
CUST-00966,2023-12-16,Business,Annual,Manufacturing,Organic Search,228.95,5,29,17,6,2609,Basic,2,6,0,6,0
CUST-00967,2022-09-13,Enterprise,Annual,Legal,Referral,557.51,1,42,9,13,2875,Basic,0,63,0,4,0
CUST-00968,2023-12-19,Business,Monthly,Healthcare,Organic Search,246.88,1,9,13,15,32515,Basic,3,7,0,7,0
CUST-00969,2023-05-01,Business,Monthly,Education,Paid Search,287.33,1,45,17,3,4271,Basic,3,23,0,6,1
CUST-00970,2022-03-30,Enterprise,Monthly,Finance,Referral,572.05,19,29,24,18,17236,Basic,1,6,0,3,0
CUST-00971,2024-02-04,Starter,Monthly,Technology,Paid Search,28.45,4,9,11,4,4297,Standard,2,1,0,10,1
CUST-00972,2022-08-07,Starter,Annual,Manufacturing,Social Media,28.93,7,4,18,6,3177,Standard,4,5,1,9,1
CUST-00973,2023-05-05,Business,Annual,Healthcare,Social Media,238.58,9,16,25,12,14768,Standard,1,11,0,7,0
CUST-00974,2023-11-19,Business,Monthly,Marketing,Paid Search,301.85,6,39,18,5,31415,Standard,1,27,1,9,0
CUST-00975,2022-10-22,Business,Annual,Healthcare,Paid Search,239.77,16,2,19,3,36810,Basic,3,12,1,3,1
CUST-00976,2022-12-16,Starter,Two-Year,Marketing,Direct,33.64,10,8,30,13,4829,Standard,2,7,0,10,0
CUST-00977,2022-12-17,Starter,Annual,Healthcare,Paid Search,30.01,18,5,27,10,4869,Standard,3,19,2,6,1
CUST-00978,2022-12-10,Starter,Monthly,Legal,Paid Search,37.38,17,10,21,7,1140,Standard,3,8,0,5,0
CUST-00979,2023-04-19,Business,Monthly,Finance,Organic Search,279.17,10,47,17,8,13482,Standard,3,16,0,6,0
CUST-00980,2022-10-05,Professional,Annual,Manufacturing,Social Media,98.83,19,3,15,20,590,Basic,4,14,1,7,0
CUST-00981,2023-05-22,Starter,Two-Year,Education,Social Media,28.29,8,7,16,9,417,Premium,1,3,0,8,0
CUST-00982,2023-01-06,Professional,Monthly,Technology,Direct,93.83,2,5,22,18,4384,Basic,1,0,2,2,1
CUST-00983,2022-12-12,Business,Monthly,Education,Paid Search,280.53,9,15,20,20,39561,Standard,1,20,2,5,1
CUST-00984,2022-06-25,Starter,Annual,Retail,Social Media,32.88,13,1,11,3,4679,Standard,1,4,1,5,1
CUST-00985,2022-06-27,Professional,Annual,Education,Organic Search,98.68,8,4,21,14,4748,Premium,2,4,0,7,0
CUST-00986,2022-06-03,Business,Monthly,Legal,Direct,264.79,24,49,24,1,35472,Standard,1,12,1,4,0
CUST-00987,2023-05-27,Business,Monthly,Legal,Direct,276.28,9,39,16,12,9470,Standard,2,9,1,10,0
CUST-00988,2022-12-28,Starter,Monthly,Education,Organic Search,30.79,13,5,14,13,4918,Premium,2,2,0,1,1
CUST-00989,2023-08-09,Starter,Monthly,Marketing,Paid Search,34.37,6,8,23,15,3474,Basic,4,0,0,5,1
CUST-00990,2023-08-23,Starter,Monthly,Retail,Direct,27.93,9,7,22,2,1872,Basic,0,4,0,3,1
CUST-00991,2022-10-28,Starter,Annual,Legal,Paid Search,36.91,5,3,16,14,2552,Basic,2,12,0,2,1
CUST-00992,2024-01-29,Business,Two-Year,Education,Social Media,302.21,2,28,9,8,1126,Standard,4,5,0,4,1
CUST-00993,2024-03-08,Starter,Annual,Marketing,Referral,35.18,2,3,14,8,71,Basic,2,30,1,3,1
CUST-00994,2022-02-19,Professional,Monthly,Finance,Direct,91.35,16,4,19,19,2287,Basic,2,6,0,8,1
CUST-00995,2023-01-22,Professional,Monthly,Technology,Paid Search,118.98,5,9,30,13,4508,Standard,1,7,1,7,0
CUST-00996,2023-08-15,Professional,Annual,Education,Social Media,109.68,7,7,21,17,4093,Basic,3,4,0,1,0
CUST-00997,2023-02-27,Professional,Annual,Legal,Paid Search,100.92,13,1,19,16,1627,Standard,3,19,0,4,0
CUST-00998,2024-02-07,Starter,Annual,Education,Paid Search,36.14,2,3,10,8,3596,Basic,2,2,0,7,0
CUST-00999,2022-02-22,Business,Monthly,Finance,Direct,270.24,8,7,19,12,3481,Basic,0,19,1,7,0
CUST-01000,2023-07-19,Starter,Annual,Technology,Partner,29.51,8,8,12,12,2715,Basic,4,35,0,9,0
CUST-01001,2022-01-26,Starter,Monthly,Retail,Referral,34.35,17,6,6,15,3304,Basic,1,6,0,10,0
CUST-01002,2022-05-07,Starter,Annual,Manufacturing,Paid Search,26.69,15,9,8,18,4639,Standard,3,11,2,3,1
CUST-01003,2022-05-26,Professional,Monthly,Retail,Organic Search,117.71,25,7,21,13,1804,Basic,6,11,0,5,1
CUST-01004,2023-03-14,Starter,Two-Year,Education,Partner,35.37,9,4,5,3,1338,Premium,2,3,0,5,0
CUST-01005,2023-11-20,Starter,Monthly,Healthcare,Organic Search,36.72,4,8,19,20,3048,Premium,2,7,0,5,0
CUST-01006,2022-12-01,Enterprise,Annual,Finance,Referral,716.91,17,46,13,20,16075,Basic,0,3,0,1,0
CUST-01007,2023-02-19,Enterprise,Two-Year,Education,Direct,611.12,2,17,16,5,36373,Basic,0,9,1,4,0
CUST-01008,2023-06-02,Enterprise,Annual,Legal,Referral,760.98,6,27,26,10,5316,Basic,1,22,0,10,0
CUST-01009,2023-03-23,Starter,Two-Year,Legal,Organic Search,29.74,7,8,10,11,3034,Basic,3,3,0,4,0
CUST-01010,2023-03-17,Enterprise,Monthly,Retail,Paid Search,634.06,14,40,11,11,10432,Standard,1,98,0,10,1
CUST-01011,2023-05-20,Business,Annual,Finance,Partner,224.95,2,1,23,6,2142,Basic,3,1,0,6,0
CUST-01012,2022-06-19,Business,Monthly,Marketing,Organic Search,290.44,10,38,9,2,40262,Basic,3,24,1,4,0
CUST-01013,2022-10-26,Business,Monthly,Healthcare,Direct,272.94,20,19,25,3,30299,Standard,1,12,0,5,0
CUST-01014,2022-10-18,Professional,Monthly,Legal,Direct,108.76,2,3,25,15,2938,Premium,2,13,0,5,0
CUST-01015,2022-11-13,Professional,Monthly,Retail,Organic Search,121.06,11,3,17,2,650,Basic,0,21,0,2,0
CUST-01016,2022-12-07,Starter,Monthly,Retail,Referral,34.48,11,7,32,4,4522,Standard,1,12,2,5,1
CUST-01017,2022-03-09,Starter,Monthly,Technology,Direct,27.92,2,5,17,6,4076,Basic,3,12,1,7,1
CUST-01018,2023-11-06,Business,Annual,Finance,Organic Search,298.33,3,11,23,14,6109,Basic,3,12,0,6,0
CUST-01019,2022-07-27,Starter,Two-Year,Legal,Organic Search,33.11,6,1,24,11,3055,Basic,2,0,0,2,0
CUST-01020,2023-11-06,Professional,Monthly,Education,Social Media,97.46,7,9,12,14,322,Basic,2,28,0,10,0
CUST-01021,2023-02-22,Business,Monthly,Manufacturing,Direct,228.53,3,27,27,20,37479,Basic,0,4,1,6,0
CUST-01022,2022-08-23,Starter,Two-Year,Education,Paid Search,36.44,22,1,24,2,1816,Premium,2,24,0,8,1
CUST-01023,2023-07-14,Starter,Annual,Technology,Social Media,35.42,7,5,11,16,4752,Basic,0,11,0,9,0
CUST-01024,2022-12-03,Starter,Annual,Retail,Organic Search,37.58,6,7,19,11,2011,Premium,3,1,0,1,0
CUST-01025,2022-09-21,Business,Monthly,Finance,Direct,240.93,14,14,18,12,6396,Standard,2,1,0,5,0
CUST-01026,2022-05-05,Professional,Two-Year,Retail,Organic Search,91.82,1,5,14,4,3696,Basic,2,24,1,9,0
CUST-01027,2022-10-12,Professional,Annual,Marketing,Referral,93.94,3,6,17,13,1550,Standard,2,16,0,5,0
CUST-01028,2022-03-06,Professional,Annual,Finance,Paid Search,127.49,6,9,16,16,2878,Basic,3,8,1,7,0
CUST-01029,2022-06-21,Business,Monthly,Manufacturing,Referral,301.38,7,48,12,8,43058,Premium,1,34,0,8,0
CUST-01030,2022-02-07,Starter,Two-Year,Retail,Organic Search,30.38,15,6,16,12,2774,Basic,1,30,2,1,0
CUST-01031,2023-07-29,Starter,Annual,Finance,Social Media,35.88,2,9,18,4,266,Standard,1,4,0,6,0
CUST-01032,2022-11-04,Professional,Monthly,Education,Direct,90.64,5,3,16,11,3375,Premium,2,6,0,9,0
CUST-01033,2022-10-19,Business,Monthly,Finance,Referral,264.62,11,9,16,12,7430,Basic,1,2,1,5,0
CUST-01034,2022-03-22,Starter,Annual,Technology,Paid Search,32.79,8,9,10,18,4729,Premium,1,2,0,9,0
CUST-01035,2022-02-11,Starter,Annual,Legal,Organic Search,36.49,10,6,23,2,1121,Basic,2,15,0,10,0
CUST-01036,2022-04-20,Starter,Monthly,Finance,Social Media,35.49,9,9,14,3,2736,Basic,2,6,0,10,1
CUST-01037,2024-01-26,Professional,Monthly,Retail,Partner,117.96,5,1,16,19,1536,Basic,0,23,0,4,1
CUST-01038,2023-02-19,Starter,Monthly,Education,Paid Search,32.22,14,10,9,14,2088,Standard,4,24,0,8,1
CUST-01039,2023-10-19,Business,Annual,Retail,Organic Search,292.95,2,3,14,8,48816,Basic,2,9,0,2,1
CUST-01040,2024-01-05,Enterprise,Annual,Technology,Paid Search,676.77,1,22,16,15,9462,Basic,1,3,1,2,0
CUST-01041,2023-03-31,Professional,Annual,Retail,Direct,115.22,11,3,18,13,2893,Basic,2,8,0,4,0
CUST-01042,2022-06-12,Professional,Monthly,Technology,Referral,99.08,2,9,16,7,3386,Basic,1,26,0,5,1
CUST-01043,2023-08-24,Starter,Annual,Marketing,Paid Search,35.21,8,4,23,7,2257,Standard,0,6,0,7,0
CUST-01044,2023-10-23,Professional,Annual,Legal,Organic Search,94.39,8,9,18,4,2192,Standard,2,2,0,9,1
CUST-01045,2022-03-06,Professional,Monthly,Healthcare,Organic Search,101.38,19,5,26,8,4554,Premium,0,12,1,10,0
CUST-01046,2022-06-02,Starter,Annual,Marketing,Referral,31.87,1,9,28,19,2795,Basic,2,74,0,4,0
CUST-01047,2022-10-06,Business,Annual,Retail,Referral,266.41,19,43,20,4,24898,Basic,2,0,1,4,0
CUST-01048,2023-06-30,Business,Annual,Manufacturing,Organic Search,259.65,6,36,9,3,6762,Standard,3,2,0,3,0
CUST-01049,2022-03-16,Starter,Two-Year,Manufacturing,Referral,30.88,4,4,11,7,3038,Basic,5,1,0,5,0
CUST-01050,2023-04-06,Starter,Annual,Retail,Organic Search,29.35,15,4,18,3,2050,Standard,1,5,0,9,0
CUST-01051,2022-06-21,Starter,Monthly,Technology,Partner,31.62,22,8,19,14,2709,Basic,1,6,0,9,0
CUST-01052,2023-01-01,Starter,Monthly,Finance,Organic Search,31.05,15,2,10,9,1577,Basic,5,11,0,3,1
CUST-01053,2022-03-04,Business,Monthly,Manufacturing,Organic Search,243.79,22,9,15,4,47562,Premium,1,9,0,4,0
CUST-01054,2023-12-06,Business,Monthly,Finance,Social Media,307.24,1,1,13,12,2302,Standard,1,1,0,7,0
CUST-01055,2022-08-23,Starter,Monthly,Education,Referral,27.88,6,9,16,15,1289,Standard,3,6,0,10,0
CUST-01056,2024-03-24,Enterprise,Annual,Education,Paid Search,640.9,2,39,14,1,12862,Basic,0,0,1,7,0
CUST-01057,2022-05-10,Starter,Annual,Retail,Referral,32.84,2,9,17,18,3926,Basic,0,4,0,10,0
CUST-01058,2024-03-29,Starter,Two-Year,Retail,Direct,28.19,1,9,19,8,4415,Standard,5,24,0,6,1
CUST-01059,2023-05-18,Professional,Monthly,Finance,Direct,121.89,4,4,8,17,1210,Standard,3,10,0,2,0
CUST-01060,2023-11-29,Starter,Annual,Marketing,Organic Search,34.92,3,1,5,1,248,Basic,1,51,1,3,1
CUST-01061,2022-04-11,Starter,Two-Year,Marketing,Organic Search,28.31,15,10,16,5,2894,Basic,0,1,1,2,0
CUST-01062,2023-07-13,Starter,Monthly,Manufacturing,Paid Search,29.49,3,9,18,5,1439,Standard,2,1,0,5,0
CUST-01063,2023-04-24,Starter,Annual,Technology,Social Media,31.54,1,1,24,8,3095,Basic,0,5,0,6,0
CUST-01064,2022-05-06,Starter,Monthly,Legal,Organic Search,27.84,8,5,18,11,3027,Standard,2,35,0,6,1
CUST-01065,2023-04-27,Business,Monthly,Legal,Organic Search,279.13,1,27,33,20,23270,Standard,2,2,1,1,0
CUST-01066,2022-05-09,Enterprise,Annual,Technology,Paid Search,744.24,3,4,13,13,16568,Standard,3,3,1,2,0
CUST-01067,2023-10-22,Business,Annual,Manufacturing,Social Media,250.16,3,16,12,13,47066,Standard,2,5,0,9,0
CUST-01068,2023-02-14,Starter,Monthly,Finance,Social Media,33.91,10,5,30,10,1299,Basic,1,10,1,7,1
CUST-01069,2024-03-07,Business,Monthly,Healthcare,Social Media,267.02,2,3,21,10,41394,Basic,4,0,2,6,1
CUST-01070,2024-01-09,Business,Annual,Marketing,Social Media,242.68,3,12,17,7,47791,Basic,1,0,0,2,0
CUST-01071,2023-06-28,Business,Annual,Technology,Referral,310.06,9,47,15,12,15823,Standard,0,3,0,9,0
CUST-01072,2023-09-17,Starter,Monthly,Marketing,Organic Search,34.52,1,1,19,8,1676,Premium,2,5,2,4,1
CUST-01073,2022-05-06,Professional,Two-Year,Retail,Direct,112.35,13,2,8,4,4914,Basic,4,3,0,8,0
CUST-01074,2023-08-31,Professional,Monthly,Retail,Social Media,113.12,2,3,23,11,1849,Basic,0,7,1,7,0
CUST-01075,2023-06-02,Enterprise,Annual,Marketing,Partner,759.08,8,7,26,17,26686,Standard,2,8,1,9,1
CUST-01076,2022-04-20,Business,Monthly,Legal,Organic Search,323.43,11,9,10,8,45114,Basic,2,25,0,8,0
CUST-01077,2024-01-13,Business,Annual,Technology,Direct,306.07,4,44,21,13,24111,Standard,0,12,0,6,1
CUST-01078,2024-03-01,Starter,Annual,Healthcare,Social Media,27.53,3,4,20,13,4340,Basic,2,20,0,1,0
CUST-01079,2022-08-09,Professional,Annual,Finance,Organic Search,95.86,20,8,18,11,2766,Basic,0,25,0,2,1
CUST-01080,2024-02-05,Business,Annual,Marketing,Referral,237.05,1,50,18,8,32268,Premium,4,46,0,7,0
CUST-01081,2022-05-12,Starter,Monthly,Technology,Partner,34.15,14,4,13,17,1664,Basic,0,27,1,7,1
CUST-01082,2022-11-25,Starter,Annual,Healthcare,Partner,27.89,7,4,16,11,2914,Basic,1,13,0,7,1
CUST-01083,2023-07-29,Professional,Monthly,Finance,Referral,122.66,11,9,10,10,330,Basic,4,0,1,5,1
CUST-01084,2023-05-04,Professional,Monthly,Finance,Paid Search,96.79,14,4,13,12,1016,Basic,4,9,0,6,0
CUST-01085,2023-08-02,Professional,Monthly,Healthcare,Direct,90.98,10,5,10,1,3711,Premium,2,1,1,10,0
CUST-01086,2023-03-07,Professional,Two-Year,Education,Direct,111.78,13,10,31,3,4277,Basic,3,0,1,9,0
CUST-01087,2023-08-02,Professional,Monthly,Education,Organic Search,111.62,2,9,15,19,1592,Premium,2,11,0,4,0
CUST-01088,2024-03-05,Business,Annual,Legal,Social Media,246.31,2,4,19,20,45854,Basic,2,10,0,9,0
CUST-01089,2022-02-01,Starter,Two-Year,Manufacturing,Organic Search,34.96,21,4,24,18,1868,Standard,0,6,0,4,0
CUST-01090,2023-06-17,Enterprise,Two-Year,Technology,Direct,694.89,3,19,13,12,26704,Premium,5,62,3,2,1
CUST-01091,2024-03-13,Professional,Annual,Legal,Social Media,90.29,1,6,13,14,2179,Basic,2,13,0,9,0
CUST-01092,2022-01-16,Professional,Annual,Manufacturing,Direct,91.98,18,2,13,7,4329,Basic,1,11,3,6,0
CUST-01093,2023-07-09,Starter,Monthly,Retail,Social Media,28.33,3,5,20,2,241,Standard,2,40,0,3,1
CUST-01094,2023-02-03,Business,Monthly,Technology,Organic Search,267.35,3,49,21,17,13242,Basic,0,3,1,4,0
CUST-01095,2022-03-09,Enterprise,Monthly,Technology,Referral,743.83,13,18,12,10,41278,Standard,3,1,0,6,0
CUST-01096,2023-08-20,Starter,Monthly,Legal,Referral,33.4,8,1,25,8,2292,Basic,6,13,0,8,0
CUST-01097,2022-05-24,Professional,Two-Year,Legal,Referral,91.4,24,7,9,20,1123,Basic,2,1,1,9,0
CUST-01098,2023-01-29,Professional,Annual,Finance,Social Media,113.87,2,10,12,9,186,Basic,4,21,0,9,0
CUST-01099,2022-04-02,Enterprise,Annual,Marketing,Paid Search,586.65,5,11,15,12,26300,Basic,1,15,2,9,0
CUST-01100,2023-11-26,Starter,Two-Year,Healthcare,Referral,37.65,1,1,23,4,1792,Standard,0,1,1,4,0
CUST-01101,2022-12-20,Starter,Annual,Healthcare,Organic Search,31.53,13,8,19,18,2430,Basic,0,6,0,10,0
CUST-01102,2023-02-10,Business,Monthly,Technology,Partner,256.27,10,7,24,9,18662,Premium,0,4,0,4,0
CUST-01103,2022-05-26,Business,Annual,Manufacturing,Referral,263.78,15,11,21,3,918,Standard,2,4,1,2,0
CUST-01104,2022-07-18,Professional,Monthly,Legal,Organic Search,121.86,9,9,13,16,4968,Basic,2,19,1,7,1
CUST-01105,2023-07-11,Starter,Annual,Marketing,Paid Search,27.43,11,6,24,19,3683,Premium,1,35,0,1,0
CUST-01106,2022-05-02,Professional,Monthly,Manufacturing,Referral,114.31,15,7,29,8,3318,Standard,3,11,1,3,1
CUST-01107,2022-06-25,Professional,Annual,Retail,Referral,94.79,6,6,20,3,3222,Standard,1,4,0,6,0
CUST-01108,2023-02-19,Enterprise,Annual,Healthcare,Social Media,763.62,5,50,13,3,37396,Basic,1,16,0,10,0
CUST-01109,2024-03-02,Professional,Annual,Retail,Paid Search,90.66,3,10,14,18,132,Premium,4,43,1,3,1
CUST-01110,2023-11-10,Starter,Annual,Legal,Partner,33.12,7,10,13,17,2390,Standard,3,3,1,5,0
CUST-01111,2023-10-25,Business,Annual,Education,Paid Search,275.12,2,41,23,2,45565,Standard,1,49,0,2,1
