Customer_ID,Plan,Contract_Type,Industry,Monthly_Spend_USD,Tenure_Months,NPS_Score,Logins_Per_Month,Days_Since_Last_Login,Churn_Probability,Risk_Tier,Churned,Churn_Probability_Pct
CUST-00526,Starter,Monthly,Retail,30.97,13,4,14,0,0.7975823663891684,High Risk,1,79.8
CUST-02267,Professional,Annual,Retail,117.48,7,2,21,71,0.7975084685244131,High Risk,1,79.8
CUST-00211,Starter,Monthly,Education,31.27,4,3,25,13,0.7974938634033895,High Risk,1,79.7
CUST-02939,Starter,Monthly,Healthcare,28.57,9,8,17,8,0.7974306411215774,High Risk,0,79.7
CUST-01301,Starter,Monthly,Healthcare,29.33,13,3,17,11,0.7973990341823906,High Risk,1,79.7
CUST-00632,Starter,Monthly,Legal,27.76,11,7,15,18,0.7972362888960832,High Risk,0,79.7
CUST-03943,Starter,Monthly,Manufacturing,33.56,2,8,10,24,0.7971996884554748,High Risk,0,79.7
CUST-02629,Starter,Annual,Healthcare,35.45,9,1,22,48,0.7970506877995704,High Risk,0,79.7
CUST-00347,Starter,Monthly,Retail,30.66,4,6,13,13,0.7963454313344562,High Risk,1,79.6
CUST-01081,Starter,Monthly,Technology,34.15,14,7,13,27,0.795125144245073,High Risk,1,79.5
CUST-04044,Enterprise,Monthly,Healthcare,733.86,13,4,14,39,0.7950748372892134,High Risk,1,79.5
CUST-03268,Starter,Monthly,Marketing,37.59,18,4,7,26,0.7948743823525346,High Risk,1,79.5
CUST-02106,Business,Annual,Legal,294.95,3,4,18,61,0.7943342869026709,High Risk,1,79.4
CUST-01182,Starter,Monthly,Marketing,33.05,4,2,17,14,0.7939791127704908,High Risk,1,79.4
CUST-04272,Professional,Monthly,Legal,128.58,3,1,17,25,0.7939251152069109,High Risk,1,79.4
CUST-00462,Professional,Monthly,Legal,108.52,11,6,19,22,0.7939063374790899,High Risk,1,79.4
CUST-02812,Starter,Monthly,Manufacturing,31.9,4,1,18,17,0.7935835283038274,High Risk,0,79.4
CUST-01427,Starter,Monthly,Legal,35.4,4,2,27,8,0.7933968966744707,High Risk,1,79.3
CUST-03288,Starter,Monthly,Retail,32.59,2,6,6,13,0.7931663229154561,High Risk,1,79.3
CUST-01484,Professional,Monthly,Legal,107.97,1,1,20,17,0.793059899052997,High Risk,0,79.3
CUST-02830,Professional,Annual,Healthcare,94.99,1,4,7,16,0.7928600441039391,High Risk,0,79.3
CUST-03965,Enterprise,Monthly,Finance,595.69,3,2,10,17,0.7925174953259495,High Risk,0,79.3
CUST-02019,Starter,Annual,Legal,37.27,3,6,20,2,0.7923470741740468,High Risk,1,79.2
CUST-02006,Starter,Monthly,Legal,27.21,1,3,12,16,0.79227621150379,High Risk,1,79.2
CUST-01696,Starter,Monthly,Technology,27.37,12,1,14,2,0.7922636913066734,High Risk,0,79.2
CUST-03801,Starter,Monthly,Finance,27.12,1,2,17,14,0.7918335841110543,High Risk,1,79.2
CUST-04261,Professional,Monthly,Healthcare,126.41,4,2,15,29,0.7916714854195871,High Risk,0,79.2
CUST-00058,Starter,Monthly,Finance,35.86,21,4,12,17,0.7914724173973724,High Risk,1,79.1
CUST-01753,Starter,Monthly,Healthcare,26.38,7,6,22,29,0.7914381974829566,High Risk,0,79.1
CUST-00941,Starter,Monthly,Healthcare,27.29,2,2,18,6,0.7914012628259942,High Risk,1,79.1
CUST-04154,Business,Monthly,Healthcare,224.41,1,5,4,12,0.7913421105942656,High Risk,1,79.1
CUST-02870,Professional,Monthly,Retail,125.95,13,2,11,28,0.7911472477663801,High Risk,1,79.1
CUST-04193,Enterprise,Monthly,Finance,770.95,1,2,10,22,0.7910000719729003,High Risk,0,79.1
CUST-01064,Starter,Monthly,Legal,27.84,8,6,18,35,0.7906436419002872,High Risk,1,79.1
CUST-03209,Starter,Annual,Technology,31.1,3,1,23,43,0.7904971702600101,High Risk,1,79.0
CUST-02953,Professional,Monthly,Marketing,100.34,7,1,26,19,0.7902598292844784,High Risk,0,79.0
CUST-04418,Starter,Monthly,Education,28.81,8,1,16,15,0.7900613884159976,High Risk,1,79.0
CUST-00461,Starter,Annual,Legal,27.52,19,4,15,6,0.7900353319035114,High Risk,1,79.0
CUST-01537,Starter,Monthly,Healthcare,27.99,22,3,14,18,0.7899670685534051,High Risk,1,79.0
CUST-01955,Starter,Monthly,Education,30.48,7,5,14,9,0.7895656399859806,High Risk,1,79.0
CUST-01394,Starter,Monthly,Technology,27.21,19,1,14,10,0.7893458258038034,High Risk,1,78.9
CUST-00322,Starter,Monthly,Legal,30.53,2,2,21,5,0.78916815207568,High Risk,0,78.9
CUST-01156,Starter,Annual,Manufacturing,26.59,2,9,8,34,0.7891071020161543,High Risk,1,78.9
CUST-00658,Starter,Annual,Manufacturing,37.66,6,3,7,24,0.7885821185952221,High Risk,1,78.9
CUST-03499,Starter,Monthly,Technology,27.02,19,1,22,9,0.7884676033567662,High Risk,0,78.8
CUST-00019,Professional,Monthly,Retail,126.11,3,2,23,33,0.7880888037517844,High Risk,1,78.8
CUST-00806,Professional,Monthly,Marketing,122.93,1,1,15,13,0.7873688701762644,High Risk,0,78.7
CUST-04762,Professional,Monthly,Manufacturing,94.69,22,2,26,60,0.7873478147629702,High Risk,1,78.7
CUST-04081,Enterprise,Monthly,Finance,765.6,15,9,6,9,0.7869759577300013,High Risk,0,78.7
CUST-02104,Starter,Annual,Healthcare,31.1,3,2,7,5,0.7868457157058637,High Risk,1,78.7
CUST-01902,Starter,Monthly,Technology,37.57,19,1,20,23,0.7863815369948977,High Risk,1,78.6
CUST-04581,Starter,Monthly,Legal,31.9,15,4,17,15,0.7861946090414735,High Risk,0,78.6
CUST-04250,Starter,Monthly,Technology,29.51,10,4,20,16,0.7859207759877525,High Risk,1,78.6
CUST-03492,Professional,Monthly,Manufacturing,107.6,5,5,12,17,0.7857295958272263,High Risk,1,78.6
CUST-00098,Business,Monthly,Retail,240.59,12,5,17,33,0.7855248021341114,High Risk,1,78.6
CUST-01309,Starter,Monthly,Manufacturing,26.35,15,1,23,2,0.7850139467231773,High Risk,1,78.5
CUST-01466,Starter,Annual,Finance,35.15,11,2,10,9,0.7847228485630008,High Risk,1,78.5
CUST-03940,Professional,Annual,Legal,115.81,2,2,13,53,0.7846508694602161,High Risk,1,78.5
CUST-02513,Professional,Monthly,Healthcare,116.53,14,4,15,11,0.7846261683114036,High Risk,1,78.5
CUST-04364,Starter,Monthly,Finance,27.91,6,5,12,8,0.7845320932529657,High Risk,1,78.5
CUST-03006,Starter,Annual,Finance,30.75,4,9,21,2,0.7843575268463849,High Risk,0,78.4
CUST-02025,Starter,Monthly,Retail,33.33,1,5,12,13,0.7840448985796299,High Risk,1,78.4
CUST-01015,Professional,Monthly,Retail,121.06,11,2,17,21,0.7837626852711139,High Risk,0,78.4
CUST-03449,Starter,Monthly,Retail,34.14,2,7,22,29,0.7835166054234247,High Risk,1,78.4
CUST-00560,Professional,Monthly,Technology,98.55,1,3,11,0,0.7832884485053646,High Risk,1,78.3
CUST-00747,Business,Monthly,Legal,270.9,27,7,11,2,0.7828320787962606,High Risk,1,78.3
CUST-03014,Starter,Monthly,Technology,35.36,3,6,11,7,0.7827196767568977,High Risk,1,78.3
CUST-00224,Professional,Annual,Retail,100.76,8,2,9,56,0.7826001433599503,High Risk,1,78.3
CUST-03599,Starter,Annual,Manufacturing,33.62,3,2,11,9,0.7822364131173284,High Risk,0,78.2
CUST-01092,Professional,Annual,Manufacturing,91.98,18,6,13,11,0.7821504447144233,High Risk,0,78.2
CUST-02781,Starter,Monthly,Manufacturing,37.0,25,7,16,5,0.7821441776985117,High Risk,0,78.2
CUST-01062,Starter,Monthly,Manufacturing,29.49,3,5,18,1,0.7818945586902852,High Risk,0,78.2
CUST-04683,Starter,Monthly,Manufacturing,29.56,1,3,14,1,0.7817341563966792,High Risk,1,78.2
CUST-02718,Starter,Monthly,Technology,34.4,13,8,10,7,0.7813924484528552,High Risk,0,78.1
CUST-03591,Starter,Monthly,Technology,34.03,9,4,25,17,0.7813836371839248,High Risk,1,78.1
CUST-04493,Starter,Monthly,Legal,35.6,6,4,13,0,0.7813278047721177,High Risk,1,78.1
CUST-01576,Professional,Monthly,Education,127.05,20,1,13,14,0.781041428049493,High Risk,0,78.1
CUST-04182,Starter,Monthly,Marketing,31.04,24,1,16,12,0.7808070784951726,High Risk,1,78.1
CUST-02234,Professional,Monthly,Retail,96.86,3,1,20,10,0.7807860565467057,High Risk,1,78.1
CUST-01245,Starter,Annual,Finance,28.29,4,1,9,19,0.7806531341944878,High Risk,0,78.1
CUST-01488,Starter,Monthly,Education,31.52,12,6,7,43,0.7805737174508106,High Risk,1,78.1
CUST-00811,Professional,Monthly,Manufacturing,128.53,18,2,13,0,0.7803669235237614,High Risk,1,78.0
CUST-00274,Business,Monthly,Legal,307.33,6,1,7,10,0.7803335223703273,High Risk,1,78.0
CUST-04677,Starter,Monthly,Healthcare,31.42,8,6,16,20,0.7800546963512489,High Risk,0,78.0
CUST-03373,Starter,Annual,Manufacturing,31.93,1,9,11,5,0.7798411171393584,High Risk,1,78.0
CUST-03283,Professional,Monthly,Legal,127.65,2,7,23,38,0.7794420375713539,High Risk,1,77.9
CUST-04262,Professional,Monthly,Technology,94.77,1,3,21,20,0.7790708951694159,High Risk,1,77.9
CUST-01244,Starter,Annual,Manufacturing,30.39,9,6,11,4,0.7787458137791026,High Risk,1,77.9
CUST-02269,Professional,Monthly,Education,113.67,26,1,16,12,0.7786922228741662,High Risk,0,77.9
CUST-04208,Starter,Monthly,Technology,30.89,10,1,18,6,0.7786910818355282,High Risk,1,77.9
CUST-00730,Professional,Monthly,Retail,101.09,5,6,24,30,0.77825494413865,High Risk,0,77.8
CUST-01059,Professional,Monthly,Finance,121.89,4,2,8,10,0.7777682203162765,High Risk,0,77.8
CUST-00536,Professional,Monthly,Retail,125.24,7,4,10,14,0.7777640625469576,High Risk,1,77.8
CUST-03695,Professional,Annual,Legal,114.63,9,4,8,35,0.7775080966423951,High Risk,1,77.8
CUST-03630,Starter,Monthly,Retail,33.89,3,7,8,25,0.7775021872863306,High Risk,0,77.8
CUST-00758,Professional,Monthly,Education,108.15,25,8,26,45,0.7766323036385718,High Risk,0,77.7
CUST-01387,Starter,Annual,Marketing,34.42,2,3,6,12,0.776439567768991,High Risk,0,77.6
CUST-02776,Starter,Annual,Retail,34.56,2,2,7,5,0.7763171899561246,High Risk,1,77.6
CUST-03184,Professional,Annual,Finance,121.9,2,3,21,31,0.7757736734977667,High Risk,1,77.6
CUST-02427,Professional,Monthly,Manufacturing,124.05,6,4,10,15,0.7753788905380993,High Risk,1,77.5
CUST-04219,Starter,Monthly,Technology,36.2,1,6,16,24,0.7749553726043422,High Risk,1,77.5
CUST-01805,Business,Monthly,Healthcare,250.42,7,1,13,2,0.7748439205765542,High Risk,1,77.5
CUST-01261,Business,Monthly,Marketing,319.96,3,4,16,24,0.7747080973397599,High Risk,1,77.5
CUST-02176,Starter,Monthly,Finance,26.62,16,7,12,1,0.7746624484528996,High Risk,1,77.5
CUST-02500,Starter,Two-Year,Marketing,29.0,20,1,15,83,0.7745482443360155,High Risk,1,77.5
CUST-02754,Starter,Monthly,Finance,35.68,3,4,26,12,0.7739649615387919,High Risk,1,77.4
CUST-02171,Starter,Monthly,Legal,28.62,2,7,8,1,0.7727427019483842,High Risk,0,77.3
CUST-04998,Starter,Monthly,Healthcare,31.18,1,6,20,1,0.7726320763836594,High Risk,1,77.3
CUST-04831,Starter,Monthly,Legal,35.74,7,4,14,11,0.7725342586716304,High Risk,1,77.3
CUST-01240,Starter,Monthly,Finance,31.43,1,2,15,8,0.7724975101925746,High Risk,1,77.2
CUST-00039,Starter,Monthly,Healthcare,26.34,16,10,22,7,0.772482566827741,High Risk,0,77.2
CUST-04980,Business,Monthly,Legal,269.07,16,1,17,1,0.7721220722323663,High Risk,1,77.2
CUST-00185,Business,Annual,Technology,311.48,6,6,10,87,0.7720427147309578,High Risk,0,77.2
CUST-00574,Professional,Monthly,Finance,117.08,6,3,16,0,0.771558767346255,High Risk,1,77.2
CUST-03146,Starter,Monthly,Legal,27.91,18,7,14,6,0.7715478139525196,High Risk,1,77.2
CUST-01163,Professional,Monthly,Finance,100.69,4,4,11,30,0.771401293523648,High Risk,1,77.1
CUST-03295,Professional,Monthly,Education,98.58,15,3,18,9,0.770475192085922,High Risk,1,77.0
CUST-02079,Starter,Annual,Retail,30.89,6,1,5,2,0.7704218337123863,High Risk,1,77.0
CUST-01577,Starter,Annual,Technology,26.66,4,1,12,8,0.770418186592983,High Risk,0,77.0
CUST-03550,Starter,Monthly,Finance,32.46,11,1,29,3,0.7702194831968752,High Risk,0,77.0
CUST-00850,Starter,Monthly,Education,31.55,4,9,20,22,0.7702106466774669,High Risk,1,77.0
CUST-04263,Business,Monthly,Retail,322.08,4,2,17,7,0.7702015205407867,High Risk,1,77.0
CUST-04351,Starter,Monthly,Marketing,34.46,3,5,5,6,0.7701435938416172,High Risk,1,77.0
CUST-00089,Starter,Annual,Marketing,32.93,10,4,7,6,0.7697801354494284,High Risk,1,77.0
CUST-01814,Starter,Monthly,Education,36.15,3,8,11,9,0.7694735700656498,High Risk,0,76.9
CUST-03448,Professional,Monthly,Marketing,115.21,3,2,17,10,0.7690516594846712,High Risk,1,76.9
CUST-01615,Starter,Annual,Education,32.29,1,5,18,41,0.7689951166949864,High Risk,1,76.9
CUST-00041,Business,Monthly,Marketing,283.9,1,1,23,14,0.7689415995039722,High Risk,0,76.9
CUST-04747,Starter,Monthly,Legal,32.2,4,1,26,14,0.7689151885285272,High Risk,1,76.9
CUST-04206,Business,Monthly,Healthcare,295.96,3,4,8,4,0.7689051891261224,High Risk,0,76.9
CUST-02813,Starter,Two-Year,Legal,33.76,3,1,18,48,0.7686225769934925,High Risk,1,76.9
CUST-03814,Starter,Annual,Legal,31.92,13,2,17,7,0.7685912359099066,High Risk,1,76.9
CUST-03893,Professional,Monthly,Legal,107.63,28,7,27,20,0.7683713391516039,High Risk,1,76.8
CUST-03224,Professional,Monthly,Marketing,108.67,9,2,15,16,0.7682810562417083,High Risk,0,76.8
CUST-03637,Professional,Monthly,Legal,127.43,3,6,24,17,0.7681405244524482,High Risk,1,76.8
CUST-04233,Business,Monthly,Manufacturing,263.1,4,2,7,5,0.7679588702975138,High Risk,1,76.8
CUST-00728,Business,Monthly,Retail,277.51,1,1,9,0,0.7673249390969512,High Risk,0,76.7
CUST-03609,Professional,Annual,Healthcare,92.87,1,1,9,33,0.7672884404532342,High Risk,0,76.7
CUST-00653,Professional,Annual,Technology,127.04,2,3,10,16,0.7670696941799005,High Risk,1,76.7
CUST-04536,Professional,Monthly,Retail,115.03,10,4,25,25,0.7665817837550424,High Risk,0,76.7
CUST-01927,Starter,Monthly,Finance,36.3,6,10,9,13,0.7659773416445281,High Risk,0,76.6
CUST-00930,Starter,Monthly,Retail,30.65,5,3,25,25,0.7654801184203132,High Risk,0,76.5
CUST-03135,Business,Monthly,Healthcare,290.63,2,5,20,3,0.7650902416040462,High Risk,1,76.5
CUST-03391,Professional,Monthly,Education,105.1,7,2,14,2,0.7649827902914887,High Risk,1,76.5
CUST-03941,Starter,Monthly,Legal,29.89,8,2,19,8,0.7644860885785029,High Risk,1,76.4
CUST-01454,Starter,Monthly,Technology,28.14,10,10,12,0,0.7644453190878157,High Risk,1,76.4
CUST-00731,Professional,Monthly,Retail,100.18,17,3,19,18,0.7644352260224427,High Risk,1,76.4
CUST-00627,Professional,Monthly,Healthcare,101.12,3,5,20,2,0.7644116918505972,High Risk,1,76.4
CUST-01993,Starter,Monthly,Education,30.23,1,7,21,32,0.7643958035058191,High Risk,1,76.4
CUST-03479,Professional,Monthly,Legal,89.85,14,6,27,42,0.7642659603575017,High Risk,0,76.4
CUST-04050,Starter,Monthly,Healthcare,34.6,9,7,17,33,0.7639759995092033,High Risk,1,76.4
CUST-04795,Starter,Monthly,Marketing,30.95,15,6,21,43,0.7637469781585848,High Risk,1,76.4
CUST-04637,Professional,Monthly,Finance,103.51,4,4,16,36,0.7637453159498696,High Risk,1,76.4
CUST-03410,Professional,Monthly,Retail,93.51,15,3,23,37,0.7631335518994339,High Risk,0,76.3
CUST-00680,Starter,Monthly,Marketing,35.27,7,6,14,4,0.7628230839752589,High Risk,1,76.3
CUST-01692,Business,Monthly,Healthcare,304.58,4,5,9,0,0.7627594319245594,High Risk,1,76.3
CUST-02793,Business,Monthly,Finance,264.94,9,1,2,1,0.7626296756185499,High Risk,1,76.3
CUST-01563,Business,Monthly,Retail,225.47,4,2,18,57,0.7625089427824729,High Risk,1,76.3
CUST-03159,Starter,Monthly,Technology,30.64,7,1,20,7,0.7619077943426706,High Risk,0,76.2
CUST-04348,Starter,Monthly,Manufacturing,34.85,26,3,16,22,0.7618595032413682,High Risk,0,76.2
CUST-02721,Professional,Monthly,Legal,105.67,4,4,13,5,0.761077565594685,High Risk,1,76.1
CUST-00034,Professional,Monthly,Education,99.97,8,3,13,16,0.7606594091256198,High Risk,1,76.1
CUST-01358,Starter,Monthly,Technology,26.87,17,5,11,6,0.7606018198908044,High Risk,0,76.1
CUST-01069,Business,Monthly,Healthcare,267.02,2,6,21,0,0.7605972415747356,High Risk,1,76.1
CUST-02195,Enterprise,Monthly,Healthcare,678.88,7,1,13,23,0.7605652913932454,High Risk,0,76.1
CUST-04626,Starter,Annual,Legal,31.71,5,2,20,1,0.7602257165316162,High Risk,1,76.0
CUST-01189,Business,Monthly,Legal,255.04,3,2,17,13,0.7597308126931951,High Risk,0,76.0
CUST-02984,Professional,Monthly,Healthcare,91.91,8,4,17,17,0.7596634271513135,High Risk,0,76.0
CUST-02435,Starter,Annual,Education,26.29,5,1,11,19,0.7594451853031498,High Risk,0,75.9
CUST-02126,Professional,Annual,Marketing,125.16,4,2,21,54,0.759433925056806,High Risk,1,75.9
CUST-03265,Starter,Annual,Legal,36.35,24,3,12,20,0.7593696972667493,High Risk,0,75.9
CUST-04424,Professional,Monthly,Retail,109.46,3,5,12,54,0.7592903911297488,High Risk,0,75.9
CUST-00819,Starter,Annual,Technology,31.68,13,5,22,47,0.7591073806320886,High Risk,0,75.9
CUST-01315,Business,Annual,Finance,262.47,9,2,13,23,0.758348073448876,High Risk,1,75.8
CUST-00014,Professional,Monthly,Marketing,105.22,4,6,12,5,0.7582106352376247,High Risk,1,75.8
CUST-01800,Starter,Annual,Legal,34.56,4,2,12,25,0.7569813619059796,High Risk,0,75.7
CUST-03013,Professional,Monthly,Manufacturing,105.41,9,2,24,12,0.7568549519767628,High Risk,1,75.7
CUST-03635,Professional,Monthly,Healthcare,105.24,11,3,19,2,0.7567471311404129,High Risk,0,75.7
CUST-04860,Starter,Monthly,Legal,36.82,17,6,19,8,0.7555415531568119,High Risk,1,75.6
CUST-02880,Professional,Monthly,Healthcare,91.93,16,6,19,4,0.75508437499557,High Risk,1,75.5
CUST-02520,Professional,Annual,Healthcare,100.56,5,3,5,13,0.7547217899848084,High Risk,1,75.5
CUST-01828,Professional,Monthly,Retail,97.62,19,4,16,0,0.7545632721437704,High Risk,1,75.5
CUST-01595,Professional,Annual,Marketing,109.64,7,2,4,8,0.7544023348775509,High Risk,0,75.4
CUST-04369,Starter,Monthly,Retail,36.91,4,4,11,28,0.754249977199194,High Risk,0,75.4
CUST-00982,Professional,Monthly,Technology,93.83,2,2,22,0,0.7537929076324581,High Risk,1,75.4
CUST-04251,Professional,Monthly,Healthcare,115.61,3,2,15,7,0.7536283318976748,High Risk,0,75.4
CUST-00197,Starter,Monthly,Manufacturing,26.25,6,5,20,5,0.7533559399072494,High Risk,1,75.3
CUST-02729,Professional,Monthly,Technology,89.83,13,7,15,53,0.753226166561678,High Risk,1,75.3
CUST-02012,Professional,Monthly,Manufacturing,128.01,2,8,13,2,0.7531863628495856,High Risk,1,75.3
CUST-01229,Starter,Monthly,Education,34.98,11,2,10,4,0.7530570671357449,High Risk,1,75.3
CUST-01663,Business,Monthly,Education,284.13,1,1,20,0,0.7530086852778012,High Risk,1,75.3
CUST-03768,Starter,Monthly,Marketing,30.05,13,3,23,21,0.752495445943696,High Risk,0,75.2
CUST-02486,Starter,Monthly,Finance,37.39,28,1,22,4,0.7522163556154677,High Risk,0,75.2
CUST-03313,Starter,Annual,Education,27.46,9,5,14,5,0.7520935992034514,High Risk,1,75.2
CUST-01597,Professional,Monthly,Education,123.84,9,5,15,11,0.7519177679843722,High Risk,0,75.2
CUST-01333,Starter,Monthly,Retail,27.97,7,5,21,16,0.7519149260599154,High Risk,0,75.2
CUST-03811,Professional,Annual,Education,108.18,21,3,18,8,0.7517619625625529,High Risk,1,75.2
CUST-00593,Starter,Annual,Manufacturing,33.69,12,1,17,1,0.7517551429265568,High Risk,0,75.2
CUST-01632,Starter,Monthly,Finance,32.8,13,9,16,33,0.7517005353090914,High Risk,1,75.2
CUST-02000,Starter,Monthly,Retail,34.01,7,2,12,7,0.7514890246466337,High Risk,1,75.1
CUST-01626,Professional,Monthly,Legal,106.06,19,4,16,4,0.7513007520747621,High Risk,1,75.1
CUST-01516,Starter,Annual,Legal,37.25,1,4,26,40,0.7509787862011988,High Risk,1,75.1
CUST-03068,Professional,Monthly,Manufacturing,99.63,20,3,20,8,0.7509628937551706,High Risk,1,75.1
CUST-04199,Starter,Annual,Retail,29.33,2,1,15,27,0.7508906651751972,High Risk,1,75.1
CUST-03377,Starter,Monthly,Technology,35.89,2,8,31,8,0.7507079472648515,High Risk,1,75.1
CUST-01252,Starter,Monthly,Marketing,35.11,14,1,20,18,0.7506917902535037,High Risk,1,75.1
CUST-03352,Starter,Annual,Healthcare,29.79,9,1,22,2,0.7505355746902476,High Risk,0,75.1
CUST-00115,Starter,Monthly,Technology,28.43,2,2,24,11,0.7502665598368229,High Risk,1,75.0
CUST-01860,Starter,Monthly,Education,33.15,5,1,18,4,0.7499014808278088,High Risk,0,75.0
CUST-03502,Professional,Monthly,Finance,127.19,3,1,25,11,0.7495579371865991,High Risk,0,75.0
CUST-00208,Starter,Annual,Healthcare,30.79,2,4,12,14,0.7494717791847993,High Risk,0,74.9
CUST-02033,Starter,Annual,Finance,33.19,8,4,17,9,0.749329890292723,High Risk,0,74.9
CUST-00073,Professional,Monthly,Retail,126.29,3,6,14,14,0.7489014359342161,High Risk,1,74.9
CUST-04225,Professional,Monthly,Retail,125.31,2,5,11,26,0.7488689262808318,High Risk,1,74.9
CUST-04216,Starter,Monthly,Finance,34.32,4,4,20,17,0.7486995556948316,High Risk,0,74.9
CUST-03711,Professional,Monthly,Finance,118.67,5,4,3,13,0.7483516285729521,High Risk,1,74.8
CUST-04128,Starter,Annual,Technology,29.4,8,1,15,23,0.7483431531882031,High Risk,1,74.8
CUST-01411,Starter,Monthly,Education,30.87,9,1,21,10,0.7479564178520404,High Risk,0,74.8
CUST-00940,Professional,Monthly,Education,104.76,1,3,5,9,0.747844851221365,High Risk,0,74.8
CUST-01127,Starter,Annual,Marketing,28.84,26,1,7,3,0.7476029127489825,High Risk,0,74.8
CUST-00993,Starter,Annual,Marketing,35.18,2,3,14,30,0.7473309821352387,High Risk,1,74.7
CUST-04249,Starter,Monthly,Legal,34.95,2,9,8,5,0.7473018253353195,High Risk,1,74.7
CUST-03978,Starter,Monthly,Legal,31.8,8,5,14,2,0.7470567590453561,High Risk,1,74.7
CUST-00836,Starter,Annual,Healthcare,28.59,4,1,22,16,0.7463914762980016,High Risk,0,74.6
CUST-03179,Business,Monthly,Manufacturing,234.5,17,4,12,4,0.7460983749254502,High Risk,1,74.6
CUST-00329,Professional,Monthly,Technology,101.85,1,4,15,19,0.7456981290732266,High Risk,1,74.6
CUST-04301,Business,Annual,Technology,295.04,16,4,18,55,0.7454756382793086,High Risk,1,74.5
CUST-01766,Starter,Monthly,Manufacturing,28.26,8,6,23,16,0.7448973791447392,High Risk,1,74.5
CUST-00206,Business,Monthly,Manufacturing,282.34,15,5,18,6,0.7444868913529921,High Risk,1,74.4
CUST-01286,Professional,Monthly,Marketing,97.48,8,3,39,59,0.744445109493025,High Risk,1,74.4
CUST-01995,Enterprise,Monthly,Finance,743.41,3,4,22,4,0.7443665358815726,High Risk,0,74.4
CUST-00713,Professional,Monthly,Legal,105.92,2,6,14,0,0.744199150587696,High Risk,1,74.4
CUST-00155,Starter,Monthly,Finance,35.59,14,8,6,4,0.7441913249641026,High Risk,0,74.4
CUST-03466,Starter,Monthly,Retail,35.97,22,1,16,12,0.7440671292149437,High Risk,0,74.4
CUST-03248,Starter,Monthly,Manufacturing,26.89,12,8,21,6,0.744021326274492,High Risk,0,74.4
CUST-03275,Starter,Monthly,Retail,35.43,16,6,16,35,0.7439657165634542,High Risk,1,74.4
CUST-01933,Starter,Monthly,Retail,33.74,6,1,27,22,0.7434221651206699,High Risk,1,74.3
CUST-04212,Starter,Monthly,Technology,31.56,18,2,20,2,0.7432721816728236,High Risk,1,74.3
CUST-00065,Starter,Annual,Manufacturing,28.13,8,1,19,10,0.7429329832562566,High Risk,1,74.3
CUST-03133,Professional,Monthly,Manufacturing,112.98,13,4,8,13,0.7428361131827181,High Risk,0,74.3
CUST-00556,Starter,Monthly,Manufacturing,31.33,1,7,19,30,0.7428016668489571,High Risk,1,74.3
CUST-04991,Professional,Monthly,Retail,94.01,2,2,12,1,0.7423384142922452,High Risk,1,74.2
CUST-04659,Business,Annual,Retail,297.94,6,5,17,11,0.7421936163713988,High Risk,0,74.2
CUST-00633,Business,Monthly,Education,288.29,3,6,7,0,0.7417812380213438,High Risk,1,74.2
CUST-00691,Business,Monthly,Education,242.82,22,2,12,10,0.7416988425526043,High Risk,0,74.2
CUST-04664,Starter,Annual,Manufacturing,32.41,4,4,21,15,0.741337155805993,High Risk,1,74.1
CUST-01682,Professional,Monthly,Education,113.36,13,2,17,11,0.7409730677284557,High Risk,1,74.1
CUST-02789,Professional,Monthly,Retail,99.12,6,7,18,16,0.7409624627962532,High Risk,1,74.1
CUST-03691,Professional,Monthly,Healthcare,124.22,14,9,14,48,0.7408953074994575,High Risk,1,74.1
CUST-04149,Starter,Monthly,Finance,36.53,16,5,12,20,0.740705181904948,High Risk,0,74.1
CUST-00199,Professional,Monthly,Technology,117.72,1,3,16,2,0.7407038150209218,High Risk,0,74.1
CUST-04606,Starter,Monthly,Finance,32.54,10,6,16,9,0.740667878845606,High Risk,0,74.1
CUST-03832,Starter,Annual,Manufacturing,27.97,1,3,12,19,0.7406215473286127,High Risk,0,74.1
CUST-00506,Business,Monthly,Manufacturing,310.08,15,2,20,7,0.7404294668771491,High Risk,0,74.0
CUST-04856,Business,Monthly,Manufacturing,283.92,1,2,20,24,0.74042724186799,High Risk,1,74.0
CUST-04807,Starter,Monthly,Legal,36.28,1,6,18,12,0.7399111478028488,High Risk,0,74.0
CUST-00864,Professional,Monthly,Retail,112.52,3,10,9,13,0.739581951473093,High Risk,1,74.0
CUST-04646,Professional,Monthly,Marketing,101.89,12,1,16,16,0.7393525687434641,High Risk,1,73.9
CUST-01829,Professional,Annual,Finance,99.36,10,4,20,13,0.7392454381917599,High Risk,0,73.9
CUST-01671,Starter,Annual,Legal,27.48,3,3,29,5,0.7385341841423989,High Risk,0,73.9
CUST-02569,Professional,Monthly,Education,119.35,17,1,14,16,0.7385213512948078,High Risk,1,73.9
CUST-04701,Business,Monthly,Education,292.46,2,4,12,36,0.7384971784321721,High Risk,1,73.8
CUST-00978,Starter,Monthly,Legal,37.38,17,5,21,8,0.7384586037090997,High Risk,0,73.8
CUST-04857,Professional,Monthly,Healthcare,91.8,5,6,20,36,0.738449128821466,High Risk,1,73.8
CUST-02576,Business,Monthly,Legal,278.64,14,3,26,35,0.7383761906172669,High Risk,0,73.8
CUST-04227,Starter,Monthly,Manufacturing,27.37,16,2,23,0,0.7381535057577204,High Risk,0,73.8
